date,price,shares,cash,equity
2025-10-10,1.95,0,3134.13,3134.13
2025-10-13,2.03,0,3134.13,3134.13
2025-10-14,2.1,0,3134.13,3134.13
2025-10-15,2.03,0,3134.13,3134.13
2025-10-16,1.75,0,3134.13,3134.13
2025-10-17,1.61,0,3134.13,3134.13
2025-10-20,1.62,0,3134.13,3134.13
2025-10-21,1.55,0,3134.13,3134.13
2025-10-22,1.56,0,3134.13,3134.13
2025-10-23,1.54,0,3134.13,3134.13
2025-10-24,1.6,0,3134.13,3134.13
2025-10-27,1.58,0,3134.13,3134.13
2025-10-28,1.69,0,3134.13,3134.13
2025-10-29,1.67,0,3134.13,3134.13
2025-10-30,1.7,0,3134.13,3134.13
2025-10-31,1.72,0,3134.13,3134.13
2025-11-03,1.61,0,3134.13,3134.13
2025-11-04,1.44,0,3134.13,3134.13
2025-11-05,1.37,0,3134.13,3134.13
2025-11-06,1.27,0,3134.13,3134.13
2025-11-07,1.24,0,3134.13,3134.13
2025-11-10,1.31,0,3134.13,3134.13
2025-11-11,1.3,0,3134.13,3134.13
2025-11-12,1.31,0,3134.13,3134.13
2025-11-13,1.21,0,3134.13,3134.13
2025-11-14,1.19,0,3134.13,3134.13
2025-11-17,1.14,0,3134.13,3134.13
2025-11-18,1.2,0,3134.13,3134.13
2025-11-19,1.27,0,3134.13,3134.13
2025-11-20,1.18,0,3134.13,3134.13
2025-11-21,1.17,0,3134.13,3134.13
2025-11-24,1.27,0,3134.13,3134.13
2025-11-25,1.25,0,3134.13,3134.13
2025-11-26,1.27,0,3134.13,3134.13
2025-11-28,1.31,0,3134.13,3134.13
2025-12-01,1.3,0,3134.13,3134.13
2025-12-02,1.33,0,3134.13,3134.13
2025-12-03,1.4,0,3134.13,3134.13
2025-12-04,1.44,0,3134.13,3134.13
2025-12-05,1.38,0,3134.13,3134.13
2025-12-08,1.37,0,3134.13,3134.13
2025-12-09,1.36,0,3134.13,3134.13
2025-12-10,1.36,0,3134.13,3134.13
2025-12-11,1.25,0,3134.13,3134.13
2025-12-12,1.28,0,3134.13,3134.13
2025-12-15,1.33,0,3134.13,3134.13
2025-12-16,1.31,0,3134.13,3134.13
2025-12-17,1.34,0,3134.13,3134.13
2025-12-18,1.4,0,3134.13,3134.13
2025-12-19,1.46,0,3134.13,3134.13
2025-12-22,1.43,0,3134.13,3134.13
2025-12-23,1.4,0,3134.13,3134.13
2025-12-24,1.42,0,3134.13,3134.13
2025-12-26,1.38,0,3134.13,3134.13
2025-12-29,1.38,0,3134.13,3134.13
2025-12-30,1.36,0,3134.13,3134.13
2025-12-31,1.39,0,3134.13,3134.13
2026-01-02,1.53,0,3134.13,3134.13
2026-01-05,1.61,0,3134.13,3134.13
2026-01-06,1.65,0,3134.13,3134.13
2026-01-07,1.64,0,3134.13,3134.13
2026-01-08,1.63,0,3134.13,3134.13
2026-01-09,1.64,0,3134.13,3134.13
2026-01-12,1.69,0,3134.13,3134.13
2026-01-13,1.71,0,3134.13,3134.13
2026-01-14,1.8,0,3134.13,3134.13
2026-01-15,1.83,0,3134.13,3134.13
2026-01-16,1.86,0,3134.13,3134.13
2026-01-20,1.92,0,3134.13,3134.13
2026-01-21,1.93,0,3134.13,3134.13
2026-01-22,1.91,0,3134.13,3134.13
2026-01-23,1.87,0,3134.13,3134.13
2026-01-26,1.79,0,3134.13,3134.13
2026-01-27,1.93,0,3134.13,3134.13
2026-01-28,2.0,0,3134.13,3134.13
2026-01-29,1.9,0,3134.13,3134.13
2026-01-30,1.76,0,3134.13,3134.13
2026-02-02,1.71,0,3134.13,3134.13
2026-02-03,1.79,0,3134.13,3134.13
2026-02-04,1.65,0,3134.13,3134.13
2026-02-05,1.53,0,3134.13,3134.13
2026-02-06,1.59,0,3134.13,3134.13
2026-02-09,1.68,0,3134.13,3134.13
2026-02-10,1.66,0,3134.13,3134.13
2026-02-11,1.67,0,3134.13,3134.13
2026-02-12,1.58,0,3134.13,3134.13
2026-02-13,1.58,0,3134.13,3134.13
2026-02-17,1.54,0,3134.13,3134.13
2026-02-18,1.58,0,3134.13,3134.13
2026-02-19,1.61,0,3134.13,3134.13
2026-02-20,1.62,0,3134.13,3134.13
2026-02-23,1.64,0,3134.13,3134.13
2026-02-24,1.71,0,3134.13,3134.13
2026-02-25,1.71,0,3134.13,3134.13
2026-02-26,1.68,0,3134.13,3134.13
2026-02-27,1.67,0,3134.13,3134.13
2026-03-02,1.74,0,3134.13,3134.13
2026-03-03,1.59,0,3134.13,3134.13
2026-03-04,1.57,0,3134.13,3134.13
2026-03-05,1.46,0,3134.13,3134.13
2026-03-06,1.42,0,3134.13,3134.13
2026-03-09,1.44,0,3134.13,3134.13
2026-03-10,1.54,0,3134.13,3134.13
2026-03-11,1.55,0,3134.13,3134.13
2026-03-12,1.59,0,3134.13,3134.13
2026-03-13,1.6,0,3134.13,3134.13
2026-03-16,1.44,0,3134.13,3134.13
2026-03-17,1.45,0,3134.13,3134.13
2026-03-18,1.38,0,3134.13,3134.13
2026-03-19,1.32,0,3134.13,3134.13
2026-03-20,1.45,0,3134.13,3134.13
2026-03-23,1.5,0,3134.13,3134.13
2026-03-24,1.5,0,3134.13,3134.13
2026-03-25,1.52,0,3134.13,3134.13
2026-03-26,1.42,0,3134.13,3134.13
2026-03-27,1.42,0,3134.13,3134.13
2026-03-30,1.38,0,3134.13,3134.13
2026-03-31,1.49,0,3134.13,3134.13
2026-04-01,1.44,0,3134.13,3134.13
2026-04-02,1.52,0,3134.13,3134.13
2026-04-06,1.5,0,3134.13,3134.13
2026-04-07,1.46,0,3134.13,3134.13
2026-04-08,1.53,0,3134.13,3134.13
2026-04-09,1.56,0,3134.13,3134.13
2026-04-10,1.5,0,3134.13,3134.13
2026-04-13,1.56,0,3134.13,3134.13
2026-04-14,1.59,0,3134.13,3134.13
2026-04-15,1.65,0,3134.13,3134.13
2026-04-16,1.65,0,3134.13,3134.13
2026-04-17,1.63,0,3134.13,3134.13
2026-04-20,1.71,0,3134.13,3134.13
2026-04-21,1.7,0,3134.13,3134.13
2026-04-22,1.81,0,3134.13,3134.13
2026-04-23,1.73,0,3134.13,3134.13
2026-04-24,1.7,0,3134.13,3134.13
2026-04-27,1.77,0,3134.13,3134.13
2026-04-28,1.72,0,3134.13,3134.13
2026-04-29,1.68,0,3134.13,3134.13
2026-04-30,1.79,0,3134.13,3134.13
2026-05-01,1.79,0,3134.13,3134.13
2026-05-04,1.77,0,3134.13,3134.13
2026-05-05,1.76,0,3134.13,3134.13
2026-05-06,1.85,0,3134.13,3134.13
2026-05-07,1.82,0,3134.13,3134.13
2026-05-08,1.74,0,3134.13,3134.13
2026-05-11,1.82,0,3134.13,3134.13
2026-05-12,1.94,0,3134.13,3134.13
2026-05-13,1.87,0,3134.13,3134.13
2026-05-14,1.83,0,3134.13,3134.13
2026-05-15,1.66,0,3134.13,3134.13
2026-05-18,1.58,0,3134.13,3134.13
2026-05-19,1.5,0,3134.13,3134.13
2026-05-20,1.47,0,3134.13,3134.13
2026-05-21,1.53,0,3134.13,3134.13
2026-05-22,1.55,0,3134.13,3134.13
2026-05-26,1.63,0,3134.13,3134.13
2026-05-27,1.63,0,3134.13,3134.13
2026-05-28,1.62,0,3134.13,3134.13
2026-05-29,1.62,0,3134.13,3134.13
2026-06-01,1.71,0,3134.13,3134.13
2026-06-02,2.1,0,3134.13,3134.13
2026-06-03,1.98,0,3134.13,3134.13
